"","agg_type","agg_name","disorder_spectrum_disorders_diagnosis_functioning_persons_dsm_intellectual_disability_high","video_music_show_movie_song_film_ipad_watch_videos_watching","conference_york_university_city_san_event_blogher_center_shannon_guide","fact_believe_important_given_issue_possible_issues_example_clear_question","know_time_see_tell_day_love_girl_way_want_well","science_article_offit_media_news_age_jenny_mccarthy_vaccines_paul","david_kirby_geier_mark_web_kathleen_site_use_geiers_mercury","know_get_time_people_even_see_way_good_well_make","see_research_paper_spectrum_study_colleagues_children_disorder_results_risk","mercury_chelation_lead_fda_poisoning_treatment_drug_levels_exposure_metals","children_child_parents_son_help_parent_kids_family_families_support","back_little_down_got_again_away_room_night_head_came","want_mom_boy_big_school_kids_boys_brother_house_friend","school_education_special_teacher_needs_students_schools_teachers_kids_classroom","years_family_mother_life_day_mom_year_dad_home_friends","water_pool_beach_summer_snow_sun_swimming_cold_winter_ocean","police_mother_story_death_abuse_news_boy_use_murder_case","neurodiversity_speaks_cure_persons_people_dawson_should_ne.eman_article_movement","words_thank_love_miles_post_silly_reading_please_appreciate_serious","study_children_data_prevalence_asd_years_risk_age_increase_studies","dog_today_work_good_kind_going_big_got_thing_job","bill_law_act_government_president_federal_money_states_insurance_million","fluffy_play_game_ball_fun_kids_team_playing_toys_toy","time_day_get_year_home_even_know_well_week_going","food_eat_eating_dinner_milk_diet_chocolate_cream_cup_foods","people_person_disability_world_human_disabled_society_community_word_rights","canada_children_government_treatment_care_services_health_national_canadian_adults","sensory_full_processing_sometimes_issues_problems_spectrum_brain_information_hearing","students_student_college_school_teachers_class_high_test_teaching_teacher","life_know_time_even_get_way_things_want_love_people","research_health_iacc_committee_public_national_asd_speaks_services_spectrum","brain_genetic_cells_research_environmental_genes_gene_studies_found_cell","birthday_party_went_happy_christmas_family_made_home_fun_day","kids_special_down_needs_syndrome_child_kid_baby_therapy_life","blog_post_read_comments_posts_comment_please_writing_write_page","doctor_hospital_pain_medical_medication_doctors_blood_brain_seizure_nurse","words_language_use_skills_social_communication_learning_learn_speech_behavior","house_use_paper_store_box_clean_stuff_bathroom_kitchen_buy","vaccine_vaccines_thimerosal_children_health_public_vaccination_cdc_safety_flu","back_bike_car_home_day_ride_got_went_school_down","care_people_needs_support_help_disabilities_services_family_families_community","made_told_asked_story_questions_information_letter_call_question_read","wakefield_mmr_vaccine_study_paper_andrew_medical_children_research_measles","hair_wear_wearing_white_blue_black_pink_color_red_shoes","book_read_books_reading_story_writing_write_stories_written_wrote","post_name_leave_comment_put_enter_blog_want_giveaway_get","treatment_aba_children_therapy_intervention_study_behavior_research_evidence_treatments","beauty_sleep_night_back_house_little_fiona_went_day_bed","god_love_hope_church_heart_life_believe_thank_world_jesus","joy_kids_got_boy_big_morning_house_during_therapist_potty"
"11","blog","autismgadfly.blogspot.com",0.00718445844850113,0.00477330445748246,0.00624625504318269,0.0469103725652685,0.000900065879450807,0.00393218911316352,0.00152808052263061,0.0796466927378118,0.00221526729224294,0.00165729759285149,0.0108512731228197,0.0186625400809419,0.00418813894391044,0.0115301326283584,0.0115078836256262,0.00249596761768406,0.0183634527495903,0.450328000456703,0.000534376515266656,0.0367967141985491,0.00200812398269311,0.0329403407705105,0.00064560417649757,0.0275732587385202,0.00132016715192602,0.0236207007448731,0.000377080028850433,0.000834920421827652,0.00609420383316895,0.0124517313003166,0.0149917228463272,0.0344323302823681,0.00282859121297533,0.00131228063700344,0.0166249815746341,0.00334861842346905,0.00836015012410738,0.00281578544752705,0.00345868653240073,0.00163908497192621,0.0162441938198475,0.0260074888583618,0.000797061042319668,0.00218041710710598,0.0208051893813257,0.000268360443919177,0.012716366190968,0.000812641001609248,0.00148021025332957,0.00075724510725534
"12","blog","autisminnb.blogspot.com",0.0769274416641389,0.00730200989913934,0.0165058873901992,0.0851188252149639,0.00209060763323699,0.0104743138553896,0.00188700010202106,0.0432044348748568,0.00187798299599226,0.00514562311681529,0.0291017880973923,0.0338985460982476,0.00774336354492222,0.0257940182607095,0.0118111221560708,0.0167805341154981,0.0320957231028518,0.0311104524352259,0.000944978459902831,0.0367358650474196,0.00197795780871474,0.0130066081283618,0.00289979724644595,0.0467412169504565,0.00265761605198763,0.0111589825177344,0.182359331961176,0.00157418563720116,0.00293065128580403,0.0233895265217367,0.0277650551208647,0.0310077976450417,0.0149824603809106,0.00147396028822814,0.012803676605134,0.0100934262625968,0.00981989057430568,0.00400637041965891,0.0256629913700132,0.00723540280142249,0.0130801681414778,0.0118866601019317,0.00470094820936473,0.00394720909639288,0.00374861137548852,0.00235447560073962,0.0443605283690008,0.000932967408654678,0.00329441811864662,0.00159658993551389
"13","blog","autismjabberwocky.blogspot.com",0.022010799632473,0.00270451151629689,0.00334087294848136,0.133317207221868,0.00294140444349134,0.0203954076458732,0.00120473108455902,0.18097762973967,0.0313065664237818,0.0173115999444498,0.0252119980258906,0.0245489168404666,0.00333944533151052,0.00364753736755656,0.00646430103677607,0.00298395890592992,0.0087226749438054,0.0176060327064006,0.000525386164433551,0.152282836583018,0.000752361947150796,0.00914359610945568,0.00130353277556173,0.0266900049249057,0.0054367793560138,0.0233663412055752,0.00126872869108617,0.0038649802518343,0.00297451231052183,0.00911012620867746,0.0168712197502955,0.0615511206989152,0.00349597490902364,0.00135109136155522,0.0184533463082903,0.00969901041746992,0.0157595544949958,0.00273684037154217,0.0344095527674477,0.00109154947594842,0.00804176970765159,0.0195716585101637,0.01893510051087,0.00188066582792045,0.00393983394292863,0.000549627388311529,0.0326377955861702,0.00204492653255263,0.00164307805020492,0.000581501100228247
"14","blog","autismnaturalvariation.blogspot.com",0.0343439917297577,0.00192336078221305,0.00705136854678367,0.172587139731882,0.000910837908771431,0.0234079341288339,0.0271059904788209,0.131980453272194,0.0036418083504601,0.0221747961754414,0.0171272544302789,0.0139251198239743,0.00367626986031518,0.00179760519703922,0.00626909767010098,0.00501350310267863,0.0107087747831714,0.0311675379845322,0.000684443757271982,0.253648823528597,0.000629810730101159,0.0061861629466155,0.000884587860793569,0.0137232073846042,0.00255730270384761,0.0329617986592901,0.00064885176913837,0.00425876017695236,0.00694366995085999,0.00991103732502189,0.000547155931616246,0.00571392552066624,0.00182288714621028,0.00107278407110147,0.0194809490389231,0.00818303270136903,0.00571134005859709,0.00361505579023414,0.0132487198176423,0.00143177446841536,0.0108734260579699,0.0241144829088438,0.0115429358641971,0.00226355984049315,0.00437364787597701,0.000187261163282039,0.0346056204409811,0.000422575303419543,0.00191860286283523,0.00101896238688295
"15","blog","autismschmatism.blogspot.com",0.00151301871606808,0.00837088765777689,0.00400192700151677,0.00848397124493481,0.00729533364068921,0.0008442998876539,0.000209745741093187,0.0806490264738496,0.000585404586028724,0.00171048835560901,0.00819186949846386,0.225547500816479,0.172578377725969,0.0204713195980427,0.011675116297248,0.0168099172461702,0.00346406923269102,0.000802233781110928,0.00150134310812574,0.00246507158504885,0.00614346681621183,0.00138742914203013,0.0040370906578497,0.15258962294387,0.0208594588102174,0.00469267025458939,0.000471591342513884,0.00156116915597714,0.00337940873606572,0.0424704228636206,0.00139241551723275,0.00476172942268347,0.0334342537410589,0.00107420404303515,0.0179155905452886,0.0185319505726231,0.018098541486167,0.0174626696113629,0.00129444287454195,0.0176300566759726,0.00320895580315923,0.0100832838704437,0.00022415575369814,0.0136221447092306,0.00509110933562225,0.000960235759585601,0.00338457652351025,0.00112158683417005,0.0135950666694071,0.0023497773336912
"16","blog","autismsedges.blogspot.com",0.0235475168270972,0.0107221373566654,0.0221032240095566,0.0456283567926795,0.0249884374422186,0.00203248497961237,0.00441359884586771,0.0640782214322116,0.00119400067061915,0.0021330165629998,0.0195940409027929,0.0926512907787675,0.0202278538500569,0.0396041984793466,0.0370433567446462,0.0361188075802025,0.0116173268953239,0.00171701726485444,0.00114060380362131,0.00337731514601623,0.0101644056439701,0.0150976507233658,0.00421412506748,0.103593376943921,0.011666530208489,0.0208697640937283,0.000387041858663501,0.0133645854444746,0.017492474414226,0.0675827697488166,0.00325686515447242,0.00406869400340994,0.0518217390962998,0.00642317915752003,0.0223836674815127,0.0141171087261343,0.0238527996128301,0.0182945723178014,0.00174048028745104,0.0112769630085468,0.0147281684241582,0.0186143316716978,0.000535534775366822,0.00993267272119152,0.0378419935616194,0.00522500969835309,0.00354932400531628,0.00834329974459831,0.0029572264106786,0.0126708396287495
"17","blog","carrielink.blogspot.com",0.00194543865598362,0.0113118018602167,0.01036059252528,0.0301412265208833,0.0123937024757387,0.00148149240547332,0.000991593761886979,0.113057055249928,0.000961208268578334,0.000462439466494779,0.0157074707361249,0.119461878294992,0.0339329975434158,0.00892287129380258,0.039573998930142,0.0125921964608729,0.00202721763629193,0.00124265218130043,0.00568487232227149,0.00161136017738565,0.00521284140547349,0.0031489690599944,0.0061384551636117,0.142360434948957,0.018201853771035,0.00939100042046175,0.000873290448332816,0.0020422743501398,0.00568725544816826,0.0873848034308542,0.001278424881285,0.000807556715805329,0.0475230851004997,0.00754538246616661,0.0422846971165194,0.00869730978749871,0.00750659889953841,0.0430597071219954,0.000708429640177438,0.010964614581633,0.0149478513277155,0.0231542990700465,0.000674851158756849,0.011971830659069,0.0220527194114007,0.00230198841142797,0.00100261861664827,0.00125668414754201,0.0441509855981075,0.00380512007407486
"18","blog","chavisory.wordpress.com",0.00432845958615525,0.0224017900822064,0.0151522343777709,0.0884024265011007,0.00901357002648951,0.00824766284889505,0.00362192986341724,0.143944917538357,0.0033416612530836,0.000946928853418999,0.0135857513280918,0.0684572961216536,0.0101968870991373,0.0194992446381879,0.0269453545422561,0.0447643325361769,0.0109285681983646,0.00299540740693568,0.00262696335361336,0.0052715776617008,0.00533260306347874,0.0207696441061583,0.00521640336363741,0.0543024765641698,0.0309778575782642,0.0642611830389656,0.00199910928236184,0.00846993296298312,0.0240215865518257,0.0673619084726821,0.00267337314697103,0.00311902836482785,0.0133301097984683,0.00391833241498657,0.020397153234419,0.00833531351609669,0.0108334952269468,0.0186908249473739,0.00378588415034497,0.0129053185562161,0.0239805856709532,0.0171769874280334,0.0025599780497038,0.0099401230423985,0.0236210530130387,0.00350638874473658,0.00378489578594437,0.00739916660465295,0.0175908017391821,0.00506551776316517
"19","blog","club166.blogspot.com",0.00426056144907644,0.0138676968618964,0.0103702542993675,0.0821803436576777,0.00113194957816429,0.0102768990447725,0.00435042256688163,0.153206365016668,0.000868572199729753,0.0084026448417791,0.0183346154024779,0.0753066632622662,0.0213658284416392,0.0456496855619938,0.0185102652301042,0.0200354463977985,0.0535626536906269,0.00622970018032561,0.000582951451723085,0.00664798847441803,0.00407077926446635,0.0221942126620402,0.00559655533986455,0.0951775556020894,0.00809226269746378,0.0423894697851913,0.00171852999548919,0.00332716040330211,0.0104335717662584,0.0148336583331956,0.00634102234091804,0.00387519896172495,0.0779606672232359,0.00363229466345783,0.0209680099100673,0.0160940155386874,0.013108176318321,0.010156209416899,0.00656415434587148,0.0087641821696816,0.0185187525233092,0.0234539312502141,0.00151879965762192,0.00575052915410922,0.00700439451270359,0.000510812755532804,0.00642162414384774,0.00218642297248713,0.00294928180141466,0.00124625688114727
"20","blog","confessionsofanaspergersmom.blogspot.com",0.00279089645178137,0.00748280296613454,0.00293851103573266,0.0235328152323847,0.00234027124835493,0.000574145624730138,0.000212376503491161,0.0607312880291938,0.000486489165867142,0.000241729714648703,0.0140954536525387,0.129324092088568,0.229106419542749,0.0265649984635016,0.0219513213356302,0.00957487438040006,0.00499399973059385,0.000550763460754558,0.00138827151545264,0.0011032701556147,0.00249432455062174,0.00222852742155102,0.00396073226663022,0.158575374125454,0.0145911302064672,0.00433977335627962,0.000370412211310638,0.00104207709999425,0.00792429085079813,0.137268503668556,0.000437860728234252,0.000263325811844866,0.0197396174920276,0.00101552017768106,0.0251201894145587,0.00952654140960133,0.00794796405524158,0.00922671847988525,0.000451312445205662,0.00252269208980933,0.0147813883841556,0.0126360433230589,9.63259009713091e-05,0.00433055527049849,0.00351718030457891,0.00111202514528132,0.00077473140208013,0.00127568442287788,0.0106951716712627,0.00174921601535929
"21","blog","daysixtyseven.blogspot.com",0.00118770060602543,0.0145656657190474,0.00331687990790915,0.0319892802976926,0.00863351855078814,0.00154506589474549,0.00025190887474843,0.0987403894078896,0.000657182622556828,0.000329906173407936,0.0145710749583108,0.164453106627757,0.0345173536138395,0.0111876620778843,0.0234362225523262,0.0256213634589551,0.00119641630300775,0.00118817773503713,0.00202950971503371,0.00308241017847213,0.00447914374894393,0.00197146222342173,0.010748964875872,0.21884543593612,0.0261143930482341,0.00755116134940568,0.000829647886177182,0.00177593590233552,0.00343782042502195,0.0796288202836571,0.00114639054085339,0.000586373156891207,0.0221836760528472,0.0024083322650415,0.0196440613211233,0.00685314311347333,0.0530373640640635,0.0213544326556362,0.00170135850897787,0.0137664763622134,0.00619541539460936,0.0152393136920803,0.00137620380259188,0.00638350163890326,0.0117856918365151,0.00170853461817072,0.00223310156522797,0.00738901099889988,0.0034450145794887,0.00367902287776853
"22","blog","elvis-sightings.blogspot.com",0.00589998120673606,0.0182776183791272,0.00980051245274049,0.0437190578869244,0.00820352287624106,0.00146085488782332,0.000336414268659159,0.0776378288315577,0.00109584897988363,0.00155867275274041,0.00711622283779671,0.126379053454546,0.0106999147860113,0.016452053430469,0.0206978645101269,0.0339131117866792,0.0017431755003327,0.00132555943241515,0.00186838922976688,0.0068919976433381,0.00439534068679257,0.0360910430148705,0.0174431967696617,0.144229996767703,0.0190043394078518,0.00848305808406459,0.000766290047315682,0.00401278193633591,0.00425615616027112,0.0223612290549928,0.00539282681701599,0.00122779580082246,0.0381204319330612,0.00311885933615557,0.0260049153293606,0.0161950703561262,0.0200178145670853,0.0226796757199646,0.00198141089489748,0.00768453118284999,0.020256568015282,0.0174916405590746,0.000294079368205468,0.0170487133194271,0.00932785892887713,0.00209672626574026,0.00680131382042754,0.00183943292035251,0.0192690671442346,0.107030180657265
"23","blog","embracingchaos.stephanieallencrist.com",0.00500547618859769,0.0123512795878703,0.003031763261537,0.0908880219206447,0.00491220639855452,0.003035894926964,0.00130213581188097,0.111742887385133,0.00136159998892681,0.0014733751269311,0.02841353704352,0.0864561441773098,0.0133126521730911,0.0246969257725779,0.0125920661235712,0.00807762840361442,0.00881382410401715,0.00235493988837549,0.00137074750618986,0.00507853705973799,0.00440101051159998,0.00906164544228774,0.00453122339156409,0.169556179159478,0.00539388164513444,0.0631408222394833,0.000897602958976427,0.00843568974218125,0.0109322430690585,0.0670733284542528,0.00519551461666275,0.00276435247209253,0.00921394541215973,0.0013224703632347,0.0217481832631325,0.022717860550606,0.0335163322164222,0.0135941519377444,0.00167986854607487,0.00351843040380166,0.0525175144224005,0.0158088105475606,0.000349183376331675,0.00578584751504789,0.0204173444683427,0.000255061724991672,0.00359330049098438,0.00561551202164208,0.00971245203220211,0.000978594155503265
